model_id,model_name,author,downloads,likes,tags,pipeline_tag,gated,hf_url,inference_api
nvidia/NVIDIA-Nemotron-3-Super-120B-A12B-FP8,NVIDIA-Nemotron-3-Super-120B-A12B-FP8,nvidia,454301,248,"transformers,safetensors,nemotron_h,text-generation,nvidia,pytorch,nemotron-3,latent-moe,mtp,conversational,custom_code,en,fr,es,it,de,ja,zh,dataset:nvidia/nemotron-post-training-v3,dataset:nvidia/nemotron-pre-training-datasets,arxiv:2512.20848,arxiv:2512.20856,license:other,endpoints_compatible,modelopt,deploy:azure,region:us",,False,https://huggingface.co/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B-FP8,https://api-inference.huggingface.co/models/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B-FP8/v1
Qwen/Qwen3-235B-A22B,Qwen3-235B-A22B,Qwen,451874,1092,"transformers,safetensors,qwen3_moe,text-generation,conversational,arxiv:2309.00071,arxiv:2505.09388,license:apache-2.0,eval-results,endpoints_compatible,region:us",,False,https://huggingface.co/Qwen/Qwen3-235B-A22B,https://api-inference.huggingface.co/models/Qwen/Qwen3-235B-A22B/v1
unsloth/GLM-4.7-Flash,GLM-4.7-Flash,unsloth,451434,15,"transformers,safetensors,glm4_moe_lite,text-generation,unsloth,conversational,en,zh,arxiv:2508.06471,base_model:zai-org/GLM-4.7-Flash,base_model:finetune:zai-org/GLM-4.7-Flash,license:mit,endpoints_compatible,region:us",,False,https://huggingface.co/unsloth/GLM-4.7-Flash,https://api-inference.huggingface.co/models/unsloth/GLM-4.7-Flash/v1
mlx-community/gpt-oss-20b-MXFP4-Q8,gpt-oss-20b-MXFP4-Q8,mlx-community,449705,59,"mlx,safetensors,gpt_oss,vllm,text-generation,conversational,base_model:openai/gpt-oss-20b,base_model:quantized:openai/gpt-oss-20b,license:apache-2.0,4-bit,region:us",,False,https://huggingface.co/mlx-community/gpt-oss-20b-MXFP4-Q8,https://api-inference.huggingface.co/models/mlx-community/gpt-oss-20b-MXFP4-Q8/v1
EleutherAI/gpt-neo-125m,gpt-neo-125m,EleutherAI,441180,228,"transformers,pytorch,jax,rust,safetensors,gpt_neo,text-generation,text generation,causal-lm,en,dataset:EleutherAI/pile,arxiv:2101.00027,license:mit,endpoints_compatible,deploy:azure,region:us",,False,https://huggingface.co/EleutherAI/gpt-neo-125m,https://api-inference.huggingface.co/models/EleutherAI/gpt-neo-125m/v1
NexVeridian/Qwen3-Coder-Next-8bit,Qwen3-Coder-Next-8bit,NexVeridian,441105,3,"mlx,safetensors,qwen3_next,text-generation,conversational,base_model:Qwen/Qwen3-Coder-Next,base_model:quantized:Qwen/Qwen3-Coder-Next,license:apache-2.0,8-bit,region:us",,False,https://huggingface.co/NexVeridian/Qwen3-Coder-Next-8bit,https://api-inference.huggingface.co/models/NexVeridian/Qwen3-Coder-Next-8bit/v1
cyankiwi/Qwen3-Coder-30B-A3B-Instruct-AWQ-4bit,Qwen3-Coder-30B-A3B-Instruct-AWQ-4bit,cyankiwi,439448,51,"transformers,safetensors,qwen3_moe,text-generation,conversational,arxiv:2505.09388,base_model:Qwen/Qwen3-Coder-30B-A3B-Instruct,base_model:quantized:Qwen/Qwen3-Coder-30B-A3B-Instruct,license:apache-2.0,endpoints_compatible,compressed-tensors,region:us",,False,https://huggingface.co/cyankiwi/Qwen3-Coder-30B-A3B-Instruct-AWQ-4bit,https://api-inference.huggingface.co/models/cyankiwi/Qwen3-Coder-30B-A3B-Instruct-AWQ-4bit/v1
LiquidAI/LFM2.5-1.2B-Instruct,LFM2.5-1.2B-Instruct,LiquidAI,438464,588,"transformers,safetensors,lfm2,text-generation,liquid,lfm2.5,edge,conversational,en,ar,zh,fr,de,ja,ko,es,arxiv:2511.23404,base_model:LiquidAI/LFM2.5-1.2B-Base,base_model:finetune:LiquidAI/LFM2.5-1.2B-Base,license:other,eval-results,endpoints_compatible,deploy:azure,region:us",,False,https://huggingface.co/LiquidAI/LFM2.5-1.2B-Instruct,https://api-inference.huggingface.co/models/LiquidAI/LFM2.5-1.2B-Instruct/v1
hmellor/tiny-random-Gemma2ForCausalLM,tiny-random-Gemma2ForCausalLM,hmellor,433021,0,"transformers,safetensors,gemma2,text-generation,arxiv:1910.09700,text-generation-inference,endpoints_compatible,region:us",,False,https://huggingface.co/hmellor/tiny-random-Gemma2ForCausalLM,https://api-inference.huggingface.co/models/hmellor/tiny-random-Gemma2ForCausalLM/v1
Qwen/Qwen3-4B-AWQ,Qwen3-4B-AWQ,Qwen,431908,27,"transformers,safetensors,qwen3,text-generation,conversational,arxiv:2309.00071,arxiv:2505.09388,base_model:Qwen/Qwen3-4B,base_model:quantized:Qwen/Qwen3-4B,license:apache-2.0,text-generation-inference,endpoints_compatible,4-bit,awq,region:us",,False,https://huggingface.co/Qwen/Qwen3-4B-AWQ,https://api-inference.huggingface.co/models/Qwen/Qwen3-4B-AWQ/v1
bineric/lynx-instruct-30b,lynx-instruct-30b,bineric,431704,3,"transformers,safetensors,qwen3_moe,text-generation,european,nordic,norwegian,swedish,danish,icelandic,multilingual,moe,qwen3,conversational,en,no,sv,da,is,base_model:Qwen/Qwen3-30B-A3B-Instruct-2507,base_model:finetune:Qwen/Qwen3-30B-A3B-Instruct-2507,license:apache-2.0,endpoints_compatible,region:us",,False,https://huggingface.co/bineric/lynx-instruct-30b,https://api-inference.huggingface.co/models/bineric/lynx-instruct-30b/v1
trl-internal-testing/tiny-GptOssForCausalLM,tiny-GptOssForCausalLM,trl-internal-testing,427909,4,"transformers,safetensors,gpt_oss,text-generation,trl,conversational,endpoints_compatible,region:us",,False,https://huggingface.co/trl-internal-testing/tiny-GptOssForCausalLM,https://api-inference.huggingface.co/models/trl-internal-testing/tiny-GptOssForCausalLM/v1
lmstudio-community/DeepSeek-R1-0528-Qwen3-8B-MLX-8bit,DeepSeek-R1-0528-Qwen3-8B-MLX-8bit,lmstudio-community,427226,18,"mlx,safetensors,qwen3,text-generation,conversational,base_model:deepseek-ai/DeepSeek-R1-0528-Qwen3-8B,base_model:quantized:deepseek-ai/DeepSeek-R1-0528-Qwen3-8B,license:mit,8-bit,region:us",,False,https://huggingface.co/lmstudio-community/DeepSeek-R1-0528-Qwen3-8B-MLX-8bit,https://api-inference.huggingface.co/models/lmstudio-community/DeepSeek-R1-0528-Qwen3-8B-MLX-8bit/v1
Qwen/Qwen3-8B-Base,Qwen3-8B-Base,Qwen,421597,104,"transformers,safetensors,qwen3,text-generation,conversational,arxiv:2505.09388,license:apache-2.0,text-generation-inference,endpoints_compatible,region:us",,False,https://huggingface.co/Qwen/Qwen3-8B-Base,https://api-inference.huggingface.co/models/Qwen/Qwen3-8B-Base/v1
openai-community/gpt2-medium,gpt2-medium,openai-community,421276,204,"transformers,pytorch,tf,jax,rust,onnx,safetensors,gpt2,text-generation,en,arxiv:1910.09700,license:mit,text-generation-inference,endpoints_compatible,region:us,deploy:azure",,False,https://huggingface.co/openai-community/gpt2-medium,https://api-inference.huggingface.co/models/openai-community/gpt2-medium/v1
Qwen/Qwen3-32B-FP8,Qwen3-32B-FP8,Qwen,420751,83,"transformers,safetensors,qwen3,text-generation,conversational,arxiv:2309.00071,arxiv:2505.09388,base_model:Qwen/Qwen3-32B,base_model:quantized:Qwen/Qwen3-32B,license:apache-2.0,text-generation-inference,endpoints_compatible,fp8,region:us",,False,https://huggingface.co/Qwen/Qwen3-32B-FP8,https://api-inference.huggingface.co/models/Qwen/Qwen3-32B-FP8/v1
google/gemma-2-9b-it,gemma-2-9b-it,google,411729,805,"transformers,safetensors,gemma2,text-generation,conversational,arxiv:2009.03300,arxiv:1905.07830,arxiv:1911.11641,arxiv:1904.09728,arxiv:1905.10044,arxiv:1907.10641,arxiv:1811.00937,arxiv:1809.02789,arxiv:1911.01547,arxiv:1705.03551,arxiv:2107.03374,arxiv:2108.07732,arxiv:2110.14168,arxiv:2009.11462,arxiv:2101.11718,arxiv:2110.08193,arxiv:1804.09301,arxiv:2109.07958,arxiv:1804.06876,arxiv:2103.03874,arxiv:2304.06364,arxiv:2206.04615,arxiv:2203.09509,base_model:google/gemma-2-9b,base_model:finetune:google/gemma-2-9b,license:gemma,text-generation-inference,endpoints_compatible,region:us",,False,https://huggingface.co/google/gemma-2-9b-it,https://api-inference.huggingface.co/models/google/gemma-2-9b-it/v1
Qwen/Qwen2.5-Math-7B,Qwen2.5-Math-7B,Qwen,409520,111,"transformers,safetensors,qwen2,text-generation,conversational,en,arxiv:2409.12122,base_model:Qwen/Qwen2.5-7B,base_model:finetune:Qwen/Qwen2.5-7B,license:apache-2.0,text-generation-inference,endpoints_compatible,deploy:azure,region:us",,False,https://huggingface.co/Qwen/Qwen2.5-Math-7B,https://api-inference.huggingface.co/models/Qwen/Qwen2.5-Math-7B/v1
IlyaGusev/saiga_llama3_8b,saiga_llama3_8b,IlyaGusev,409392,140,"transformers,safetensors,llama,text-generation,conversational,ru,dataset:IlyaGusev/saiga_scored,doi:10.57967/hf/2368,license:other,text-generation-inference,endpoints_compatible,deploy:azure,region:us",,False,https://huggingface.co/IlyaGusev/saiga_llama3_8b,https://api-inference.huggingface.co/models/IlyaGusev/saiga_llama3_8b/v1
ibm-granite/granite-4.0-h-small,granite-4.0-h-small,ibm-granite,409344,307,"transformers,safetensors,granitemoehybrid,text-generation,language,granite-4.0,conversational,arxiv:0000.00000,license:apache-2.0,endpoints_compatible,deploy:azure,region:us",,False,https://huggingface.co/ibm-granite/granite-4.0-h-small,https://api-inference.huggingface.co/models/ibm-granite/granite-4.0-h-small/v1
Qwen/Qwen2.5-Coder-7B-Instruct-GPTQ-Int4,Qwen2.5-Coder-7B-Instruct-GPTQ-Int4,Qwen,407331,13,"transformers,safetensors,qwen2,text-generation,code,codeqwen,chat,qwen,qwen-coder,conversational,en,arxiv:2409.12186,arxiv:2309.00071,arxiv:2407.10671,base_model:Qwen/Qwen2.5-Coder-7B-Instruct,base_model:quantized:Qwen/Qwen2.5-Coder-7B-Instruct,license:apache-2.0,text-generation-inference,endpoints_compatible,4-bit,gptq,deploy:azure,region:us",,False,https://huggingface.co/Qwen/Qwen2.5-Coder-7B-Instruct-GPTQ-Int4,https://api-inference.huggingface.co/models/Qwen/Qwen2.5-Coder-7B-Instruct-GPTQ-Int4/v1
HuggingFaceTB/SmolLM-135M,SmolLM-135M,HuggingFaceTB,407140,257,"transformers,onnx,safetensors,llama,text-generation,en,dataset:HuggingFaceTB/smollm-corpus,license:apache-2.0,text-generation-inference,endpoints_compatible,deploy:azure,region:us",,False,https://huggingface.co/HuggingFaceTB/SmolLM-135M,https://api-inference.huggingface.co/models/HuggingFaceTB/SmolLM-135M/v1
janhq/Jan-v3.5-4B-gguf,Jan-v3.5-4B-gguf,janhq,397906,16,"transformers,gguf,math,identity,text-generation,en,base_model:janhq/Jan-v3-4B-base-instruct,base_model:quantized:janhq/Jan-v3-4B-base-instruct,license:apache-2.0,endpoints_compatible,region:us,conversational",,False,https://huggingface.co/janhq/Jan-v3.5-4B-gguf,https://api-inference.huggingface.co/models/janhq/Jan-v3.5-4B-gguf/v1
Qwen/Qwen3-Next-80B-A3B-Instruct,Qwen3-Next-80B-A3B-Instruct,Qwen,394823,1021,"transformers,safetensors,qwen3_next,text-generation,conversational,arxiv:2309.00071,arxiv:2404.06654,arxiv:2505.09388,arxiv:2501.15383,license:apache-2.0,eval-results,endpoints_compatible,deploy:azure,region:us",,False,https://huggingface.co/Qwen/Qwen3-Next-80B-A3B-Instruct,https://api-inference.huggingface.co/models/Qwen/Qwen3-Next-80B-A3B-Instruct/v1
Doradus-AI/RnJ-1-Instruct-FP8,RnJ-1-Instruct-FP8,Doradus-AI,391184,4,"transformers,safetensors,gemma3_text,text-generation,gemma3,rnj,doradus,instruction-following,fp8,quantized,vllm,sglang,conversational,en,license:gemma,text-generation-inference,endpoints_compatible,compressed-tensors,region:us",,False,https://huggingface.co/Doradus-AI/RnJ-1-Instruct-FP8,https://api-inference.huggingface.co/models/Doradus-AI/RnJ-1-Instruct-FP8/v1
google/gemma-2-2b-it,gemma-2-2b-it,google,389734,1360,"transformers,safetensors,gemma2,text-generation,conversational,arxiv:2009.03300,arxiv:1905.07830,arxiv:1911.11641,arxiv:1904.09728,arxiv:1905.10044,arxiv:1907.10641,arxiv:1811.00937,arxiv:1809.02789,arxiv:1911.01547,arxiv:1705.03551,arxiv:2107.03374,arxiv:2108.07732,arxiv:2110.14168,arxiv:2009.11462,arxiv:2101.11718,arxiv:2110.08193,arxiv:1804.09301,arxiv:2109.07958,arxiv:1804.06876,arxiv:2103.03874,arxiv:2304.06364,arxiv:1903.00161,arxiv:2206.04615,arxiv:2203.09509,arxiv:2403.13793,base_model:google/gemma-2-2b,base_model:finetune:google/gemma-2-2b,license:gemma,text-generation-inference,endpoints_compatible,region:us",,False,https://huggingface.co/google/gemma-2-2b-it,https://api-inference.huggingface.co/models/google/gemma-2-2b-it/v1
TechxGenus/DeepSeek-Coder-V2-Lite-Instruct-AWQ,DeepSeek-Coder-V2-Lite-Instruct-AWQ,TechxGenus,389440,9,"transformers,safetensors,deepseek_v2,text-generation,conversational,custom_code,arxiv:2401.06066,license:other,text-generation-inference,endpoints_compatible,4-bit,awq,region:us",,False,https://huggingface.co/TechxGenus/DeepSeek-Coder-V2-Lite-Instruct-AWQ,https://api-inference.huggingface.co/models/TechxGenus/DeepSeek-Coder-V2-Lite-Instruct-AWQ/v1
unsloth/mistral-7b-v0.3-bnb-4bit,mistral-7b-v0.3-bnb-4bit,unsloth,388639,22,"transformers,safetensors,mistral,text-generation,unsloth,mistral-7b,en,base_model:mistralai/Mistral-7B-v0.3,base_model:quantized:mistralai/Mistral-7B-v0.3,license:apache-2.0,text-generation-inference,endpoints_compatible,4-bit,bitsandbytes,deploy:azure,region:us",,False,https://huggingface.co/unsloth/mistral-7b-v0.3-bnb-4bit,https://api-inference.huggingface.co/models/unsloth/mistral-7b-v0.3-bnb-4bit/v1
bartowski/gemma-2-2b-it-GGUF,gemma-2-2b-it-GGUF,bartowski,385865,96,"transformers,gguf,conversational,text-generation,base_model:google/gemma-2-2b-it,base_model:quantized:google/gemma-2-2b-it,license:gemma,endpoints_compatible,region:us",,False,https://huggingface.co/bartowski/gemma-2-2b-it-GGUF,https://api-inference.huggingface.co/models/bartowski/gemma-2-2b-it-GGUF/v1
allenai/Olmo-3-7B-Instruct,Olmo-3-7B-Instruct,allenai,385034,128,"transformers,safetensors,olmo3,text-generation,conversational,en,dataset:allenai/Dolci-Instruct-RL-7B,arxiv:2512.13961,base_model:allenai/Olmo-3-7B-Instruct-DPO,base_model:finetune:allenai/Olmo-3-7B-Instruct-DPO,license:apache-2.0,endpoints_compatible,deploy:azure,region:us",,False,https://huggingface.co/allenai/Olmo-3-7B-Instruct,https://api-inference.huggingface.co/models/allenai/Olmo-3-7B-Instruct/v1
Qwen/Qwen2.5-Math-1.5B-Instruct,Qwen2.5-Math-1.5B-Instruct,Qwen,384615,54,"transformers,safetensors,qwen2,text-generation,chat,conversational,en,arxiv:2409.12122,base_model:Qwen/Qwen2.5-Math-1.5B,base_model:finetune:Qwen/Qwen2.5-Math-1.5B,license:apache-2.0,eval-results,text-generation-inference,endpoints_compatible,deploy:azure,region:us",,False,https://huggingface.co/Qwen/Qwen2.5-Math-1.5B-Instruct,https://api-inference.huggingface.co/models/Qwen/Qwen2.5-Math-1.5B-Instruct/v1
bigscience/bloomz-560m,bloomz-560m,bigscience,383441,137,"transformers,pytorch,tensorboard,safetensors,bloom,text-generation,ak,ar,as,bm,bn,ca,code,en,es,eu,fon,fr,gu,hi,id,ig,ki,kn,lg,ln,ml,mr,ne,nso,ny,or,pa,pt,rn,rw,sn,st,sw,ta,te,tn,ts,tum,tw,ur,vi,wo,xh,yo,zh,zu,dataset:bigscience/xP3,arxiv:2211.01786,license:bigscience-bloom-rail-1.0,model-index,text-generation-inference,endpoints_compatible,region:us,deploy:azure",,False,https://huggingface.co/bigscience/bloomz-560m,https://api-inference.huggingface.co/models/bigscience/bloomz-560m/v1
Qwen/Qwen2.5-Math-1.5B,Qwen2.5-Math-1.5B,Qwen,382989,107,"transformers,safetensors,qwen2,text-generation,conversational,en,arxiv:2409.12122,base_model:Qwen/Qwen2.5-1.5B,base_model:finetune:Qwen/Qwen2.5-1.5B,license:apache-2.0,text-generation-inference,endpoints_compatible,deploy:azure,region:us",,False,https://huggingface.co/Qwen/Qwen2.5-Math-1.5B,https://api-inference.huggingface.co/models/Qwen/Qwen2.5-Math-1.5B/v1
zai-org/GLM-4.5-Air,GLM-4.5-Air,zai-org,381815,601,"transformers,safetensors,glm4_moe,text-generation,conversational,en,zh,arxiv:2508.06471,license:mit,endpoints_compatible,deploy:azure,region:us",,False,https://huggingface.co/zai-org/GLM-4.5-Air,https://api-inference.huggingface.co/models/zai-org/GLM-4.5-Air/v1
tiiuae/falcon-7b,falcon-7b,tiiuae,378666,1102,"transformers,pytorch,safetensors,falcon,text-generation,custom_code,en,dataset:tiiuae/falcon-refinedweb,arxiv:2205.14135,arxiv:1911.02150,arxiv:2101.00027,arxiv:2005.14165,arxiv:2104.09864,arxiv:2306.01116,license:apache-2.0,text-generation-inference,region:us,deploy:azure",,False,https://huggingface.co/tiiuae/falcon-7b,https://api-inference.huggingface.co/models/tiiuae/falcon-7b/v1
deepseek-ai/DeepSeek-R1-Distill-Llama-8B,DeepSeek-R1-Distill-Llama-8B,deepseek-ai,377020,860,"transformers,safetensors,llama,text-generation,conversational,arxiv:2501.12948,license:mit,text-generation-inference,endpoints_compatible,region:us",,False,https://huggingface.co/deepseek-ai/DeepSeek-R1-Distill-Llama-8B,https://api-inference.huggingface.co/models/deepseek-ai/DeepSeek-R1-Distill-Llama-8B/v1
humarin/chatgpt_paraphraser_on_T5_base,chatgpt_paraphraser_on_T5_base,humarin,375311,193,"transformers,pytorch,safetensors,t5,text2text-generation,text-generation,en,dataset:humarin/chatgpt-paraphrases,base_model:google-t5/t5-base,base_model:finetune:google-t5/t5-base,license:openrail,text-generation-inference,endpoints_compatible,region:us,deploy:azure",,False,https://huggingface.co/humarin/chatgpt_paraphraser_on_T5_base,https://api-inference.huggingface.co/models/humarin/chatgpt_paraphraser_on_T5_base/v1
stelterlab/Mistral-Small-24B-Instruct-2501-AWQ,Mistral-Small-24B-Instruct-2501-AWQ,stelterlab,368109,29,"vllm,safetensors,mistral,text-generation,transformers,conversational,en,fr,de,es,it,pt,zh,ja,ru,ko,base_model:mistralai/Mistral-Small-24B-Instruct-2501,base_model:quantized:mistralai/Mistral-Small-24B-Instruct-2501,license:apache-2.0,text-generation-inference,4-bit,awq,region:us",,False,https://huggingface.co/stelterlab/Mistral-Small-24B-Instruct-2501-AWQ,https://api-inference.huggingface.co/models/stelterlab/Mistral-Small-24B-Instruct-2501-AWQ/v1
unsloth/Qwen2.5-7B-Instruct,Qwen2.5-7B-Instruct,unsloth,367693,26,"transformers,safetensors,qwen2,text-generation,unsloth,conversational,zho,eng,fra,spa,por,deu,ita,rus,jpn,kor,vie,tha,ara,arxiv:2309.00071,arxiv:2407.10671,base_model:Qwen/Qwen2.5-7B-Instruct,base_model:finetune:Qwen/Qwen2.5-7B-Instruct,license:apache-2.0,text-generation-inference,endpoints_compatible,region:us",,False,https://huggingface.co/unsloth/Qwen2.5-7B-Instruct,https://api-inference.huggingface.co/models/unsloth/Qwen2.5-7B-Instruct/v1
ansulev/Darwin-9B-NEG,Darwin-9B-NEG,ansulev,367447,13,"transformers,safetensors,qwen3_5,image-text-to-text,darwin,darwin-v8,darwin-neg,native-entropy-gating,NEG,reasoning,self-regulated-reasoning,advanced-reasoning,thinking,qwen3.5,qwen,gpqa,benchmark,open-source,apache-2.0,hybrid-vigor,proto-agi,vidraft,eval-results,text-generation,conversational,en,zh,ko,ja,multilingual,arxiv:2605.14386,base_model:FINAL-Bench/Darwin-9B-Opus,base_model:finetune:FINAL-Bench/Darwin-9B-Opus,license:apache-2.0,model-index,endpoints_compatible,region:us",,False,https://huggingface.co/ansulev/Darwin-9B-NEG,https://api-inference.huggingface.co/models/ansulev/Darwin-9B-NEG/v1
Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,Qwen2.5-Coder-7B-Instruct-AWQ,Qwen,366333,24,"transformers,safetensors,qwen2,text-generation,code,codeqwen,chat,qwen,qwen-coder,conversational,en,arxiv:2409.12186,arxiv:2309.00071,arxiv:2407.10671,base_model:Qwen/Qwen2.5-Coder-7B-Instruct,base_model:quantized:Qwen/Qwen2.5-Coder-7B-Instruct,license:apache-2.0,text-generation-inference,endpoints_compatible,4-bit,awq,deploy:azure,region:us",,False,https://huggingface.co/Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,https://api-inference.huggingface.co/models/Qwen/Qwen2.5-Coder-7B-Instruct-AWQ/v1
trl-internal-testing/tiny-Qwen3ForCausalLM,tiny-Qwen3ForCausalLM,trl-internal-testing,365289,1,"transformers,safetensors,qwen3,text-generation,trl,conversational,text-generation-inference,endpoints_compatible,region:us",,False,https://huggingface.co/trl-internal-testing/tiny-Qwen3ForCausalLM,https://api-inference.huggingface.co/models/trl-internal-testing/tiny-Qwen3ForCausalLM/v1
OBLITERATUS/gemma-4-E4B-it-OBLITERATED,gemma-4-E4B-it-OBLITERATED,OBLITERATUS,360574,651,"safetensors,gguf,gemma4,abliterated,uncensored,obliteratus,refusal-removal,text-generation,conversational,base_model:google/gemma-4-E4B-it,base_model:quantized:google/gemma-4-E4B-it,license:apache-2.0,endpoints_compatible,region:us",,False,https://huggingface.co/OBLITERATUS/gemma-4-E4B-it-OBLITERATED,https://api-inference.huggingface.co/models/OBLITERATUS/gemma-4-E4B-it-OBLITERATED/v1
meta-llama/Llama-2-7b-chat-hf,Llama-2-7b-chat-hf,meta-llama,358965,4760,"transformers,pytorch,safetensors,llama,text-generation,facebook,meta,llama-2,conversational,en,arxiv:2307.09288,license:llama2,text-generation-inference,endpoints_compatible,region:us",,False,https://huggingface.co/meta-llama/Llama-2-7b-chat-hf,https://api-inference.huggingface.co/models/meta-llama/Llama-2-7b-chat-hf/v1
lmstudio-community/LFM2-24B-A2B-MLX-4bit,LFM2-24B-A2B-MLX-4bit,lmstudio-community,355922,4,"transformers,safetensors,lfm2_moe,text-generation,liquid,lfm2,edge,mlx,conversational,en,ar,zh,fr,de,ja,ko,es,pt,base_model:LiquidAI/LFM2-24B-A2B,base_model:quantized:LiquidAI/LFM2-24B-A2B,license:other,endpoints_compatible,4-bit,region:us",,False,https://huggingface.co/lmstudio-community/LFM2-24B-A2B-MLX-4bit,https://api-inference.huggingface.co/models/lmstudio-community/LFM2-24B-A2B-MLX-4bit/v1
lmstudio-community/LFM2-24B-A2B-MLX-8bit,LFM2-24B-A2B-MLX-8bit,lmstudio-community,352320,2,"transformers,safetensors,lfm2_moe,text-generation,liquid,lfm2,edge,mlx,conversational,en,ar,zh,fr,de,ja,ko,es,pt,base_model:LiquidAI/LFM2-24B-A2B,base_model:quantized:LiquidAI/LFM2-24B-A2B,license:other,endpoints_compatible,8-bit,region:us",,False,https://huggingface.co/lmstudio-community/LFM2-24B-A2B-MLX-8bit,https://api-inference.huggingface.co/models/lmstudio-community/LFM2-24B-A2B-MLX-8bit/v1
lmstudio-community/LFM2-24B-A2B-MLX-5bit,LFM2-24B-A2B-MLX-5bit,lmstudio-community,352233,1,"transformers,safetensors,lfm2_moe,text-generation,liquid,lfm2,edge,mlx,conversational,en,ar,zh,fr,de,ja,ko,es,pt,base_model:LiquidAI/LFM2-24B-A2B,base_model:quantized:LiquidAI/LFM2-24B-A2B,license:other,endpoints_compatible,5-bit,region:us",,False,https://huggingface.co/lmstudio-community/LFM2-24B-A2B-MLX-5bit,https://api-inference.huggingface.co/models/lmstudio-community/LFM2-24B-A2B-MLX-5bit/v1
lmstudio-community/LFM2-24B-A2B-MLX-6bit,LFM2-24B-A2B-MLX-6bit,lmstudio-community,352026,3,"transformers,safetensors,lfm2_moe,text-generation,liquid,lfm2,edge,mlx,conversational,en,ar,zh,fr,de,ja,ko,es,pt,base_model:LiquidAI/LFM2-24B-A2B,base_model:quantized:LiquidAI/LFM2-24B-A2B,license:other,endpoints_compatible,6-bit,region:us",,False,https://huggingface.co/lmstudio-community/LFM2-24B-A2B-MLX-6bit,https://api-inference.huggingface.co/models/lmstudio-community/LFM2-24B-A2B-MLX-6bit/v1
antirez/deepseek-v4-gguf,deepseek-v4-gguf,antirez,351262,172,"gguf,quantized,deepseek,deepseek-v4,deepseek-v4-flash,moe,mixture-of-experts,2-bit,4-bit,iq2_xxs,q2_k,q4_k,ds4,apple-silicon,metal,text-generation,en,base_model:deepseek-ai/DeepSeek-V4-Flash,base_model:quantized:deepseek-ai/DeepSeek-V4-Flash,license:mit,endpoints_compatible,region:us,conversational",,False,https://huggingface.co/antirez/deepseek-v4-gguf,https://api-inference.huggingface.co/models/antirez/deepseek-v4-gguf/v1
Qwen/Qwen2.5-Coder-1.5B,Qwen2.5-Coder-1.5B,Qwen,345326,91,"transformers,safetensors,qwen2,text-generation,code,qwen,qwen-coder,codeqwen,conversational,en,arxiv:2409.12186,arxiv:2407.10671,base_model:Qwen/Qwen2.5-1.5B,base_model:finetune:Qwen/Qwen2.5-1.5B,license:apache-2.0,text-generation-inference,endpoints_compatible,deploy:azure,region:us",,False,https://huggingface.co/Qwen/Qwen2.5-Coder-1.5B,https://api-inference.huggingface.co/models/Qwen/Qwen2.5-Coder-1.5B/v1
unsloth/Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct,unsloth,344157,12,"safetensors,llama,facebook,unsloth,meta,pytorch,llama-3,text-generation,conversational,en,de,fr,it,pt,hi,es,th,arxiv:2204.05149,base_model:meta-llama/Llama-3.1-8B-Instruct,base_model:finetune:meta-llama/Llama-3.1-8B-Instruct,license:llama3.1,region:us",,False,https://huggingface.co/unsloth/Llama-3.1-8B-Instruct,https://api-inference.huggingface.co/models/unsloth/Llama-3.1-8B-Instruct/v1
LSX-UniWue/LLaMmlein_1B_prerelease,LLaMmlein_1B_prerelease,LSX-UniWue,339054,14,"transformers,safetensors,llama,text-generation,de,dataset:togethercomputer/RedPajama-Data-V2,dataset:LSX-UniWue/LLaMmlein-Dataset,arxiv:2411.11171,license:other,text-generation-inference,endpoints_compatible,region:us",,False,https://huggingface.co/LSX-UniWue/LLaMmlein_1B_prerelease,https://api-inference.huggingface.co/models/LSX-UniWue/LLaMmlein_1B_prerelease/v1
LilaRest/gemma-4-31B-it-NVFP4-turbo,gemma-4-31B-it-NVFP4-turbo,LilaRest,336377,284,"transformers,safetensors,gemma4,text-generation,gemma-4-31b-it,nvfp4,modelopt,vllm,quantized,nvidia,lighthouse,conversational,base_model:google/gemma-4-31B-it,base_model:quantized:google/gemma-4-31B-it,license:apache-2.0,model-index,endpoints_compatible,4-bit,deploy:azure,region:us",,False,https://huggingface.co/LilaRest/gemma-4-31B-it-NVFP4-turbo,https://api-inference.huggingface.co/models/LilaRest/gemma-4-31B-it-NVFP4-turbo/v1
google/gemma-2b,gemma-2b,google,336078,1176,"transformers,safetensors,gguf,gemma,text-generation,arxiv:2312.11805,arxiv:2009.03300,arxiv:1905.07830,arxiv:1911.11641,arxiv:1904.09728,arxiv:1905.10044,arxiv:1907.10641,arxiv:1811.00937,arxiv:1809.02789,arxiv:1911.01547,arxiv:1705.03551,arxiv:2107.03374,arxiv:2108.07732,arxiv:2110.14168,arxiv:2304.06364,arxiv:2206.04615,arxiv:1804.06876,arxiv:2110.08193,arxiv:2009.11462,arxiv:2101.11718,arxiv:1804.09301,arxiv:2109.07958,arxiv:2203.09509,license:gemma,text-generation-inference,endpoints_compatible,region:us",,False,https://huggingface.co/google/gemma-2b,https://api-inference.huggingface.co/models/google/gemma-2b/v1
